Sales_Key,Date_Key,Marketplace_Key,Product_Key,Account Title,Taxes,Orders,Units,Refunded,Refund %,Unit Session %,Promo Units,Organic Units,Per Unit Revenue,Revenue,COGS,FBA Fees,Promo Amount,Sessions,Page Views,Impressions,Clicks,PPC Orders,PPC Sales,PPC Cost,PPC Conv,OOE,Net Profit,Net Margin,Net ROI
12591,82,4,98,[ IT ] Aava,-6.12,2,2,0,0.0,0.0,0,2,16.99,33.98,-9.33,-13.14,0.0,0,0,6153,14,0,0.0,-10.95,0.0,0,-5.56,-0.1636,-0.2474
12592,83,4,98,[ IT ] Aava,-18.36,7,7,0,0.0,0.0,0,7,16.55,115.87,-32.66,-40.17,-34.54,0,0,7745,17,3,45.89,-11.83,0.1765,0,-21.69,-0.1871,-0.2978
12593,84,4,98,[ IT ] Aava,-3.06,1,1,0,0.0,0.0,0,1,16.99,16.99,-4.67,-6.43,-0.85,0,0,7839,8,0,0.0,-4.39,0.0,0,-2.41,-0.1416,-0.2168
12594,85,4,98,[ IT ] Aava,-3.06,1,1,0,0.0,0.0,0,1,16.99,16.99,-4.67,-6.57,0.0,0,0,6550,8,0,0.0,-5.56,0.0,0,-2.87,-0.1686,-0.255
12595,86,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,6895,4,0,0.0,-1.58,0.0,0,-1.58,0.0,0.0
12596,87,4,98,[ IT ] Aava,-9.18,3,3,0,0.0,0.0,0,3,17.26,51.77,-14.0,-19.57,-1.65,0,0,12214,17,0,0.0,-10.93,0.0,0,-3.56,-0.0687,-0.1059
12597,88,4,98,[ IT ] Aava,-22.14,6,7,0,0.0,0.0,0,7,17.56,122.92,-32.66,-48.95,-2.0,0,0,13898,20,3,41.79,-10.23,0.15,0,6.95,0.0565,0.0851
12598,89,4,98,[ IT ] Aava,-12.24,4,4,0,0.0,0.0,0,4,16.99,67.96,-18.66,-25.52,-4.85,0,0,12863,22,0,0.0,-8.05,0.0,0,-1.36,-0.02,-0.0308
12599,90,4,98,[ IT ] Aava,-33.72,12,12,0,0.0,0.0,0,12,16.88,202.51,-55.98,-70.48,-54.19,0,0,9112,24,5,69.65,-16.35,0.2083,0,-28.21,-0.1393,-0.2231
12600,91,4,98,[ IT ] Aava,-3.06,1,1,0,0.0,0.0,0,1,16.99,16.99,-4.67,-6.57,0.0,0,0,11591,8,0,0.0,-3.6,0.0,0,-0.91,-0.0533,-0.0806
12601,92,4,98,[ IT ] Aava,-6.12,2,2,0,0.0,0.0,0,2,17.49,34.97,-9.33,-13.14,-0.99,0,0,6143,6,0,0.0,-5.65,0.0,0,-0.26,-0.0074,-0.0116
12602,93,4,98,[ IT ] Aava,-3.06,3,3,1,0.3333,0.0,0,3,15.05,30.1,-9.33,-16.63,-2.0,0,0,10025,17,1,13.93,-8.9,0.0588,0,-9.82,-0.3262,-0.3783
12603,94,4,98,[ IT ] Aava,-15.3,4,5,0,0.0,0.0,0,5,16.99,84.95,-23.33,-32.53,-2.0,0,0,11862,18,3,54.31,-9.33,0.1667,0,2.47,0.029,0.0441
12604,95,4,98,[ IT ] Aava,-30.6,7,10,0,0.0,0.0,0,10,16.99,169.9,-46.65,-64.76,-6.0,0,0,10469,19,2,27.86,-13.44,0.1053,0,8.45,0.0497,0.0758
12605,96,4,98,[ IT ] Aava,-9.18,3,3,0,0.0,0.0,0,3,16.99,50.97,-14.0,-19.71,0.0,0,0,8323,21,3,45.88,-12.99,0.1429,0,-4.91,-0.0962,-0.1455
12606,97,4,98,[ IT ] Aava,-15.3,4,5,0,0.0,0.0,0,5,16.99,84.95,-23.33,-31.95,-5.7,0,0,9473,19,0,0.0,-8.63,0.0,0,0.04,0.0005,0.0008
12607,98,4,98,[ IT ] Aava,-7.56,2,2,0,0.0,0.0,0,2,20.98,41.96,-9.33,-19.37,-2.0,0,0,15243,14,0,0.0,-6.49,0.0,0,-2.79,-0.0665,-0.0972
12608,99,4,98,[ IT ] Aava,-6.12,3,3,0,0.0,0.0,0,3,17.3,51.9,-14.0,-22.19,-2.0,0,0,11714,15,0,0.0,-6.43,0.0,0,1.17,0.0224,0.0322
12609,100,4,98,[ IT ] Aava,0.0,1,1,0,0.0,0.0,0,1,13.11,13.11,-4.67,-5.97,0.0,0,0,9959,14,0,0.0,-6.92,0.0,0,-4.45,-0.3391,-0.418
12610,101,4,98,[ IT ] Aava,-6.12,2,2,0,0.0,0.0,0,2,16.99,33.98,-9.33,-13.14,0.0,0,0,13671,12,1,13.93,-6.14,0.0833,0,-0.75,-0.0221,-0.0334
12611,102,4,98,[ IT ] Aava,-9.18,3,3,0,0.0,0.0,0,3,16.99,50.97,-14.0,-19.09,-4.0,0,0,10193,18,0,0.0,-9.22,0.0,0,-4.52,-0.0886,-0.1365
12612,103,4,98,[ IT ] Aava,-12.24,4,4,0,0.0,0.1818,0,4,16.99,67.96,-18.66,-26.28,0.0,22,28,13591,17,2,27.86,-10.24,0.1176,0,0.54,0.0079,0.012
12613,104,4,98,[ IT ] Aava,-16.02,6,7,1,0.1429,0.3043,0,7,17.23,103.38,-27.99,-47.31,-2.0,23,34,16969,17,2,27.04,-9.35,0.1176,0,0.71,0.0069,0.0094
12614,105,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,14086,17,2,27.86,-9.15,0.1176,0,-9.15,0.0,0.0
12615,106,4,98,[ IT ] Aava,-6.12,2,2,0,0.0,0.125,0,2,16.99,33.98,-9.33,-13.14,0.0,16,27,2453,7,1,13.93,-5.4,0.1429,0,-0.01,-0.0003,-0.0004
12616,107,4,98,[ IT ] Aava,-6.12,2,2,0,0.0,0.0571,0,2,16.99,33.98,-9.33,-12.69,-2.85,35,48,905,5,0,0.0,-3.55,0.0,0,-0.56,-0.0165,-0.0254
12617,108,4,98,[ IT ] Aava,-3.06,1,1,0,0.0,0.0345,0,1,16.99,16.99,-4.67,-6.26,-2.0,29,39,4186,1,0,0.0,-0.61,0.0,0,0.39,0.0232,0.0362
12618,109,4,98,[ IT ] Aava,-18.36,5,6,0,0.0,0.15,0,6,16.99,101.94,-27.99,-38.8,-4.0,40,56,14056,12,6,107.94,-4.92,0.5,0,7.87,0.0772,0.1178
12619,110,4,98,[ IT ] Aava,-9.18,3,3,0,0.0,0.0566,0,3,16.99,50.97,-14.0,-18.82,-5.7,53,79,15023,14,0,0.0,-8.47,0.0,0,-5.2,-0.1019,-0.1583
12620,111,4,98,[ IT ] Aava,-3.06,1,1,0,0.0,0.0227,0,1,16.99,16.99,-4.67,-6.57,0.0,44,65,12429,2,1,14.75,-1.39,0.5,0,1.31,0.0768,0.1162
12621,112,4,98,[ IT ] Aava,-9.18,4,4,0,0.0,0.1143,0,4,16.23,64.9,-18.66,-24.87,-6.0,35,45,15135,12,2,27.86,-4.62,0.1667,0,1.57,0.0242,0.0361
12622,113,4,98,[ IT ] Aava,-21.42,4,7,0,0.0,0.1591,0,7,17.18,120.26,-32.66,-45.37,-5.33,44,52,13450,7,0,0.0,-2.99,0.0,0,12.5,0.1039,0.1601
12623,114,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,7203,9,0,0.0,-5.14,0.0,0,-5.14,0.0,0.0
12624,115,4,98,[ IT ] Aava,-9.18,3,3,0,0.0,0.2308,0,3,17.14,51.41,-14.0,-19.09,-4.44,13,16,9732,12,4,57.87,-9.41,0.3333,0,-4.71,-0.0915,-0.1422
12625,116,4,98,[ IT ] Aava,-3.06,1,1,0,0.0,0.0833,0,1,16.99,16.99,-4.67,-6.57,0.0,12,17,12690,8,1,13.93,-4.99,0.125,0,-2.3,-0.1351,-0.2043
12626,117,4,98,[ IT ] Aava,-6.12,2,2,0,0.0,0.0909,0,2,16.99,33.98,-9.33,-13.14,0.0,22,42,12240,10,0,0.0,-5.05,0.0,0,0.34,0.01,0.0151
12627,118,4,98,[ IT ] Aava,-6.12,3,3,0,0.0,0.125,0,3,15.97,47.91,-14.0,-18.78,-2.85,24,29,10695,12,1,22.72,-6.74,0.0833,0,-0.58,-0.012,-0.0175
12628,119,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,3677,5,0,0.0,-3.82,0.0,0,-3.82,0.0,0.0
12629,120,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,10905,8,0,0.0,-2.54,0.0,0,-2.54,0.0,0.0
12630,121,4,98,[ IT ] Aava,-9.18,3,3,0,0.0,0.1765,0,3,16.99,50.97,-14.0,-19.4,-2.0,17,19,9361,8,1,13.93,-3.54,0.125,0,2.86,0.056,0.0855
12631,122,4,98,[ IT ] Aava,-15.3,5,5,0,0.0,0.4545,0,5,17.26,86.28,-23.33,-32.54,-3.33,11,15,9155,6,2,44.25,-2.97,0.3333,0,8.82,0.1022,0.1578
12632,123,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,11515,6,1,19.08,-3.05,0.1667,0,-3.05,0.0,0.0
12633,124,4,98,[ IT ] Aava,-3.06,1,1,0,0.0,0.0526,0,1,16.99,16.99,-4.67,-6.57,0.0,19,23,7463,8,0,0.0,-3.27,0.0,0,-0.58,-0.0338,-0.0512
12634,125,4,98,[ IT ] Aava,-5.32,2,2,0,0.0,0.125,0,2,18.99,37.97,-9.33,-16.41,0.0,16,22,10845,7,6,101.16,-5.3,0.8571,0,1.61,0.0424,0.0625
12635,126,4,98,[ IT ] Aava,-4.62,4,4,1,0.25,0.25,0,4,16.99,50.97,-14.0,-24.18,0.0,16,19,11080,7,1,15.45,-5.83,0.1429,0,2.35,0.046,0.0614
12636,127,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.2857,0,2,16.99,33.98,-9.33,-13.14,0.0,7,9,11275,5,2,39.98,-3.28,0.4,0,5.15,0.1516,0.2292
12637,128,4,98,[ IT ] Aava,-1.72,1,1,0,0.0,0.1111,0,1,18.98,18.98,-4.67,-8.2,0.0,9,11,8012,8,1,16.35,-6.19,0.125,0,-1.8,-0.0946,-0.1395
12638,129,4,98,[ IT ] Aava,-6.16,4,4,0,0.0,0.5,0,4,16.99,67.96,-18.66,-26.28,0.0,8,9,8263,10,3,47.25,-5.61,0.3,0,11.25,0.1655,0.2503
12639,130,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,10756,12,0,0.0,-6.44,0.0,0,-6.44,0.0,0.0
12640,131,4,98,[ IT ] Aava,-3.15,2,2,0,0.0,0.1667,0,2,17.39,34.78,-9.33,-13.8,0.0,12,16,9434,7,0,0.0,-2.84,0.0,0,5.66,0.1627,0.2447
12641,132,4,98,[ IT ] Aava,-6.81,4,4,0,0.0,0.1481,0,4,18.78,75.1,-18.66,-31.86,-1.7,27,39,5565,11,2,37.25,-6.83,0.1818,0,9.24,0.123,0.1829
12642,133,4,98,[ IT ] Aava,-7.85,4,5,0,0.0,0.1667,0,5,17.32,86.61,-23.33,-34.21,0.0,30,49,9575,9,0,0.0,-5.94,0.0,0,15.29,0.1765,0.2657
12643,134,4,98,[ IT ] Aava,-5.08,3,4,0,0.0,0.0976,0,4,18.19,72.74,-18.66,-30.13,-1.33,41,47,9942,11,2,46.35,-4.79,0.1818,0,12.75,0.1753,0.2613
12644,135,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.1111,0,3,17.65,52.96,-14.0,-19.71,-1.99,27,29,9519,8,0,0.0,-6.94,0.0,0,5.71,0.1077,0.1693
12645,136,4,98,[ IT ] Aava,-1.9,1,1,0,0.0,0.0345,0,1,20.98,20.98,-4.67,-9.84,0.0,29,34,8581,6,1,23.63,-6.2,0.1667,0,-1.63,-0.0775,-0.112
12646,137,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.0455,0,1,16.99,16.99,-4.67,-6.57,0.0,22,29,7685,3,0,0.0,-6.66,0.0,0,-2.45,-0.1439,-0.2176
12647,138,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.1304,0,3,16.99,50.97,-14.0,-19.71,0.0,23,31,9582,8,1,15.45,-4.05,0.125,0,8.6,0.1686,0.255
12648,139,4,98,[ IT ] Aava,-4.62,4,4,0,0.0,0.0667,0,4,16.61,66.42,-18.66,-26.04,0.0,60,81,9491,7,0,0.0,-5.89,0.0,0,11.21,0.1688,0.2508
12649,140,4,98,[ IT ] Aava,-1.54,2,3,0,0.0,0.0508,0,3,15.36,46.07,-14.0,-18.95,0.0,59,78,10606,4,0,0.0,-2.19,0.0,0,9.4,0.2039,0.2852
12650,141,4,98,[ IT ] Aava,-9.24,4,6,0,0.0,0.0923,0,6,17.43,104.6,-27.99,-39.42,-2.66,65,82,7693,9,1,30.9,-4.64,0.1111,0,20.65,0.1974,0.3063
12651,142,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.125,0,3,16.99,50.97,-14.0,-19.57,-0.85,24,27,7424,6,3,52.7,-3.03,0.5,0,8.91,0.1747,0.2653
12652,143,4,98,[ IT ] Aava,-6.24,4,4,0,0.0,0.0784,0,4,17.71,70.83,-18.66,-26.2,-7.09,51,79,5773,10,0,0.0,-4.56,0.0,0,8.08,0.1141,0.1801
12653,144,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.0714,0,3,16.99,50.97,-14.0,-19.57,-0.85,42,60,5609,8,1,15.45,-5.49,0.125,0,6.45,0.1264,0.192
12654,145,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.0714,0,2,16.99,33.98,-9.33,-13.14,0.0,28,44,4713,8,0,0.0,-5.33,0.0,0,3.1,0.0912,0.138
12655,146,4,98,[ IT ] Aava,-16.94,9,11,0,0.0,0.2821,0,11,16.99,186.89,-51.32,-72.13,-0.85,39,67,7866,8,2,31.8,-6.92,0.25,0,38.74,0.2073,0.3138
12656,147,4,98,[ IT ] Aava,-8.06,5,5,0,0.0,0.0862,0,5,17.79,88.94,-23.33,-34.78,-8.5,58,84,5367,19,2,30.9,-17.49,0.1053,0,-3.22,-0.0361,-0.0553
12657,148,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.06,0,3,16.99,50.97,-14.0,-19.44,-1.7,50,64,5084,21,1,15.45,-27.13,0.0476,0,-15.92,-0.3122,-0.476
12658,149,4,98,[ IT ] Aava,-4.62,4,4,0,0.0,0.0952,0,4,16.67,66.66,-18.66,-25.9,-1.09,42,71,3834,22,1,15.45,-27.75,0.0455,0,-11.36,-0.1704,-0.2549
12659,150,4,98,[ IT ] Aava,-6.16,4,4,0,0.0,0.1053,0,4,16.99,67.96,-18.66,-26.01,-1.7,38,68,3953,21,3,46.35,-24.58,0.1429,0,-9.15,-0.1346,-0.2048
12660,151,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.0732,0,3,16.99,50.97,-14.0,-19.71,0.0,41,63,5452,22,1,15.45,-28.37,0.0455,0,-15.73,-0.3085,-0.4665
12661,152,4,98,[ IT ] Aava,-13.86,9,9,0,0.0,0.1525,0,9,16.99,152.91,-41.99,-58.99,-0.85,59,77,7905,25,8,130.86,-25.75,0.32,0,11.48,0.075,0.1136
12662,153,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.0545,0,3,16.99,50.97,-14.0,-19.57,-0.85,55,80,6140,19,2,30.9,-18.3,0.1053,0,-6.37,-0.1249,-0.1896
12663,154,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.0682,0,3,16.99,50.97,-14.0,-19.57,-0.85,44,56,5147,22,0,0.0,-16.58,0.0,0,-4.65,-0.0911,-0.1384
12664,155,4,98,[ IT ] Aava,-5.07,3,3,0,0.0,0.075,0,3,18.65,55.96,-14.0,-23.8,0.0,40,45,6104,18,4,70.88,-18.5,0.2222,0,-5.41,-0.0966,-0.143
12665,156,4,98,[ IT ] Aava,-6.16,6,6,1,0.1667,0.1538,0,6,16.68,83.41,-23.33,-37.08,0.0,39,53,4605,9,1,16.35,-9.14,0.1111,0,7.71,0.0924,0.1276
12666,157,4,98,[ IT ] Aava,-16.94,8,11,0,0.0,0.275,0,11,17.11,188.22,-51.32,-72.27,-1.33,40,53,3967,19,5,92.7,-17.0,0.2632,0,29.37,0.156,0.2376
12667,158,4,98,[ IT ] Aava,-7.7,5,5,0,0.0,0.1389,0,5,16.99,84.95,-23.33,-32.85,0.0,36,52,5281,17,1,31.1,-15.58,0.0588,0,5.5,0.0647,0.0978
12668,159,4,98,[ IT ] Aava,-10.78,6,8,0,0.0,0.2,0,8,16.85,134.8,-37.32,-52.18,-1.33,40,64,3782,12,1,15.45,-9.57,0.0833,0,23.62,0.1752,0.2639
12669,160,4,98,[ IT ] Aava,-4.86,2,3,0,0.0,0.1071,0,3,17.88,53.63,-14.0,-21.89,0.0,28,38,2643,12,1,30.9,-9.74,0.0833,0,3.15,0.0586,0.0876
12670,161,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.0333,0,1,16.99,16.99,-4.67,-6.57,0.0,30,40,2277,8,0,0.0,-6.55,0.0,0,-2.34,-0.1374,-0.2078
12671,162,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.1304,0,3,16.99,50.97,-14.0,-19.71,0.0,23,29,2173,6,1,15.45,-4.64,0.1667,0,8.01,0.1571,0.2375
12672,163,4,98,[ IT ] Aava,-6.16,5,5,0,0.0,0.1923,0,5,16.5,82.5,-23.33,-32.33,-0.85,26,41,1526,6,2,30.9,-4.1,0.3333,0,15.74,0.1907,0.2827
12673,164,4,98,[ IT ] Aava,-6.16,4,4,0,0.0,0.16,0,4,16.99,67.96,-18.66,-26.28,0.0,25,34,894,3,0,0.0,-3.21,0.0,0,13.65,0.2009,0.3037
12674,165,4,98,[ IT ] Aava,-3.08,3,3,0,0.0,0.0909,0,3,16.48,49.43,-14.0,-18.91,-3.56,33,51,916,3,1,13.9,-2.34,0.3333,0,7.55,0.1526,0.2293
12675,166,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.1053,0,2,16.99,33.98,-9.33,-13.14,0.0,19,27,1807,8,0,0.0,-6.72,0.0,0,1.71,0.0503,0.0761
12676,167,4,98,[ IT ] Aava,-7.7,6,6,1,0.1667,0.3529,0,6,16.99,84.95,-23.33,-37.29,0.0,17,21,1066,4,0,0.0,-3.84,0.0,0,12.8,0.1506,0.2111
12677,168,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,512,2,0,0.0,-1.57,0.0,0,-1.57,0.0,0.0
12678,169,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.0556,0,1,16.99,16.99,-4.67,-6.57,0.0,18,23,360,0,0,0.0,0.0,0.0,0,4.22,0.2481,0.3752
12679,170,4,98,[ IT ] Aava,-3.26,3,3,1,0.3333,0.2308,0,3,17.99,35.97,-9.33,-19.24,0.0,13,15,132,0,0,0.0,0.0,0.0,0,4.14,0.1151,0.1449
12680,171,4,98,[ IT ] Aava,-4.69,3,3,0,0.0,0.6,0,3,17.7,53.1,-14.0,-20.37,-1.33,5,12,195,0,0,0.0,0.0,0.0,0,12.72,0.2395,0.37
12681,172,4,98,[ IT ] Aava,-4.62,3,3,0,0.0,0.2727,0,3,16.99,50.97,-14.0,-19.57,-0.85,11,13,48,0,0,0.0,0.0,0.0,0,11.94,0.2342,0.3556
12682,173,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.1111,0,2,16.99,33.98,-9.33,-13.0,-0.85,18,22,56,1,0,0.0,-0.41,0.0,0,7.31,0.2151,0.3274
12683,174,4,98,[ IT ] Aava,-4.98,2,3,0,0.0,0.2308,0,3,18.32,54.96,-14.0,-22.98,0.0,13,15,154,0,0,0.0,0.0,0.0,0,13.01,0.2366,0.3517
12684,175,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,168,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
12685,176,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.1111,0,1,16.99,16.99,-4.67,-6.57,0.0,9,10,221,1,0,0.0,-0.45,0.0,0,3.77,0.2216,0.3351
12686,177,4,98,[ IT ] Aava,-1.54,2,2,0,0.0,0.2222,0,2,16.22,32.44,-9.33,-12.76,-0.85,9,12,154,1,0,0.0,-1.35,0.0,0,6.61,0.2038,0.2992
12687,178,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,176,1,0,0.0,-0.48,0.0,0,-0.48,0.0,0.0
12688,179,4,98,[ IT ] Aava,-6.16,4,4,0,0.0,0.5714,0,4,16.99,67.96,-18.66,-26.28,0.0,7,8,151,0,0,0.0,0.0,0.0,0,16.86,0.2481,0.3752
12689,180,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.0909,0,1,16.99,16.99,-4.67,-6.57,0.0,11,12,145,0,0,0.0,0.0,0.0,0,4.22,0.2481,0.3752
12690,181,4,98,[ IT ] Aava,-6.16,3,4,0,0.0,0.1905,0,4,17.49,69.96,-18.66,-26.28,-2.0,21,24,35,1,0,0.0,-1.54,0.0,0,15.32,0.219,0.3409
12691,182,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.1818,0,2,16.99,33.98,-9.33,-13.14,0.0,11,15,47,0,0,0.0,0.0,0.0,0,8.43,0.2481,0.3752
12692,183,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.1176,0,2,16.99,33.98,-9.33,-12.87,-1.69,17,22,30,1,2,34.53,-1.21,2.0,0,5.8,0.1707,0.2613
12693,184,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.08,0,2,16.99,33.98,-9.33,-13.14,0.0,25,25,22,0,0,0.0,0.0,0.0,0,8.43,0.2481,0.3752
12694,185,4,98,[ IT ] Aava,-11.14,6,7,0,0.0,0.1591,0,7,17.56,122.92,-32.66,-47.38,-11.9,44,52,118,1,0,0.0,-0.57,0.0,0,19.28,0.1568,0.2408
12695,186,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.1667,0,2,16.99,33.98,-9.33,-13.14,0.0,12,12,28,0,0,0.0,0.0,0.0,0,8.43,0.2481,0.3752
12696,187,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.1,0,2,17.66,35.31,-9.33,-13.14,-1.33,20,23,52,0,0,0.0,0.0,0.0,0,8.43,0.2387,0.3752
12697,188,4,98,[ IT ] Aava,-9.24,5,6,0,0.0,0.3158,0,6,17.43,104.6,-27.99,-39.42,-2.66,19,24,86,6,9,164.47,-5.06,1.5,0,20.23,0.1934,0.3001
12698,189,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.0455,0,1,17.56,17.56,-4.67,-6.57,-0.57,22,23,58,1,0,0.0,-0.61,0.0,0,3.61,0.2053,0.3209
12699,190,4,98,[ IT ] Aava,-7.7,2,5,0,0.0,0.1613,0,5,16.99,84.95,-23.33,-32.85,0.0,31,36,129,0,0,0.0,0.0,0.0,0,21.08,0.2481,0.3752
12700,191,4,98,[ IT ] Aava,-8.06,5,5,0,0.0,0.1923,0,5,17.79,88.94,-23.33,-36.12,0.0,26,26,66,0,0,0.0,0.0,0.0,0,21.44,0.241,0.3606
12701,192,4,98,[ IT ] Aava,-9.42,7,7,0,0.0,0.4375,0,7,17.05,119.37,-32.66,-47.37,0.0,16,27,89,0,0,0.0,0.0,0.0,0,29.93,0.2507,0.3739
12702,193,4,98,[ IT ] Aava,-5.32,3,3,0,0.0,0.1364,0,3,18.07,54.22,-14.0,-21.04,0.0,22,28,111,1,0,0.0,-0.84,0.0,0,13.03,0.2402,0.3718
12703,194,4,98,[ IT ] Aava,-12.32,7,8,0,0.0,0.32,0,8,16.99,135.92,-37.32,-52.56,0.0,25,39,124,1,0,0.0,-0.14,0.0,0,33.58,0.2471,0.3736
12704,195,4,98,[ IT ] Aava,-6.16,4,4,0,0.0,0.1818,0,4,17.24,68.96,-18.66,-26.14,-1.85,22,25,1137,3,0,0.0,-2.45,0.0,0,13.7,0.1987,0.3058
12705,196,4,98,[ IT ] Aava,-7.7,4,5,0,0.0,0.2174,0,5,16.99,84.95,-23.33,-32.85,0.0,23,35,1345,8,1,15.45,-6.35,0.125,0,14.73,0.1733,0.2621
12706,197,4,98,[ IT ] Aava,-3.44,2,2,0,0.0,0.0556,0,2,18.99,37.97,-9.33,-16.41,0.0,36,43,1060,9,2,30.9,-7.93,0.2222,0,0.86,0.0226,0.0334
12707,198,4,98,[ IT ] Aava,-9.24,6,6,0,0.0,0.1667,0,6,16.99,101.94,-27.99,-39.42,0.0,36,44,2252,11,1,15.45,-8.66,0.0909,0,16.63,0.1631,0.2467
12708,199,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.0303,0,1,16.99,16.99,-4.67,-6.57,0.0,33,36,1584,9,0,0.0,-8.66,0.0,0,-4.45,-0.2616,-0.3956
12709,200,4,98,[ IT ] Aava,-3.08,3,3,0,0.0,0.1364,0,3,16.99,50.97,-14.0,-19.57,-0.85,22,28,2549,10,1,15.45,-9.16,0.1,0,4.32,0.0847,0.1286
12710,201,4,98,[ IT ] Aava,-1.54,1,1,0,0.0,0.0435,0,1,16.99,16.99,-4.67,-6.57,0.0,23,29,2539,14,0,0.0,-11.02,0.0,0,-6.81,-0.4005,-0.6057
12711,202,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,3152,11,0,0.0,-13.34,0.0,0,-13.34,0.0,0.0
12712,203,4,98,[ IT ] Aava,-4.62,4,4,0,0.0,0.0,0,4,16.61,66.42,-18.66,-26.04,0.0,0,0,2135,8,3,46.35,-11.94,0.375,0,5.16,0.0777,0.1154
12713,204,4,98,[ IT ] Aava,-6.16,4,4,0,0.0,0.0,0,4,16.99,67.96,-18.66,-26.28,0.0,0,0,1505,11,1,17.26,-12.25,0.0909,0,4.61,0.0678,0.1026
12714,205,4,98,[ IT ] Aava,-3.08,2,2,0,0.0,0.0,0,2,16.99,33.98,-9.33,-13.14,0.0,0,0,977,10,1,15.45,-12.5,0.1,0,-4.07,-0.1198,-0.1811
12715,206,4,98,[ IT ] Aava,-6.16,5,6,0,0.0,0.0,0,6,16.99,101.94,-27.99,-39.42,0.0,0,0,2158,8,2,30.9,-5.48,0.25,0,22.89,0.2245,0.3396
12716,207,4,98,[ IT ] Aava,-9.24,4,6,0,0.0,0.0,0,6,16.99,101.94,-27.99,-39.28,-0.86,0,0,1268,12,1,15.45,-11.75,0.0833,0,12.82,0.1258,0.1906
12717,208,4,98,[ IT ] Aava,-7.7,7,7,0,0.0,0.0,0,7,16.99,118.93,-32.66,-45.99,0.0,0,0,0,0,0,0.0,0.0,0.0,0,32.59,0.274,0.4143
12718,209,4,98,[ IT ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
12719,1,4,99,[ IT ] Aava,-65.51,30,37,2,0.0541,0.0,0,37,23.16,810.58,-227.68,-260.63,-9.76,0,0,16602,35,4,104.5,-22.96,0.1143,0,224.05,0.2764,0.4588
12720,2,4,99,[ IT ] Aava,-57.64,24,27,0,0.0,0.0,0,27,23.61,637.39,-175.64,-201.1,-7.93,0,0,13934,39,4,125.4,-24.51,0.1026,0,170.58,0.2676,0.4528
12721,3,4,99,[ IT ] Aava,-56.79,20,27,0,0.0,0.0,0,27,23.14,624.72,-175.64,-193.98,-1.15,0,0,14859,35,1,20.9,-18.91,0.0286,0,178.26,0.2853,0.4823
